Application Number,,Type of tax credit funding,Project Name,Project Address,Project City,Project Zip Code,Project Phone Number,Project County,California Assembly District,California Senate District,Federal Congressional District,Census Tract,Assessor's Parcel Number (APN),Application Stage,Placed in Service (PIS) Date ,Last Building PIS Date,Construction Type,Housing Type,Total Units,Low Income Units,Number of SRO/Studio Units,Number of 1 Bedroom Units,Number of 2 Bedroom Units,Number of 3 Bedroom Units,Number of 4 Bedroom Units,Number of 5 Bedroom Units,Number of 6 Bedroom Units,Units at or below 20% AMI,Units at or below 30% AMI,Units at 35% AMI,Units at 40% AMI,Units at 45% AMI,Units at 50% AMI,Units at 55% AMI,Units at 60% AMI,Units at 70% AMI,Units at 80% AMI,Owner or Applicant Name,Owner/Applicant Contact,Owner/Applicant Address,Owner/Applicant City,Owner/Applicant State,Owner/Applicant Zip,Owner/Applicant Phone,Owner/Applicant Fax,General Partner (1),General Partner (2),General Partner (3),General Partner (4),General Partner (5),Management Company,Management Company Contact,Management Company Address,Management Company City,Management Company State,Management Company Zip,Management Company Phone,Management Company Fax,Developer,Annual Federal Award,Total State Award,,,,,,
CA-2013-803,,4%,Moonlight Villas,"12381 Osborne St., Los Angeles, CA 91331",Los Angeles,91331,,Los Angeles,39,20,29,1047.04,2536-015-029,Preliminary Reservation,,,New Construction,Special Needs,27,26,0,12,12,3,0,0,0,,11,3,6,0,6,0,0,,,"Moonlight Villas, L.P.",Nuccio Patti,15305 Rayen St.,North Hills,CA,91343,8183328008,8188923574,"Abbey Road, Inc.",Los Angeles Housing Partnership,,,,Community Hsg Management Services,Julia Moore,"4698 E. Pacific Coast Hwy, B",Long Beach,CA,90804,5625976200,5625979572,"Abbey Road, Inc.","$438,198",,,,,,,
CA-2013-811,,4%,Eagle Vista,"4260 Eagle Rock Blvd., Los Angeles, CA 90065",Los Angeles,90065,,Los Angeles,51,22,34,1862.01,"5474-022-010, 011",Preliminary Reservation,,,New Construction,Special Needs,56,55,7,48,1,0,0,0,0,,0,0,0,0,55,0,0,,,Women Organizing Resources Knowledge & Services,Channa Grace,795 N. Ave. 50,Los Angeles,CA,90042,3233417028,3233415815,Women Organizing Resources Knowledge & Services,,,,,Solari Enterprises,Gianna Solari,1572 N. Main St.,Orange,CA,92867,7142822520,7142822521,WORKS,"$598,125",,,,,,,
CA-2013-837,,4%,West Valley Towers,"14650 Sherman Way, Los Angeles, CA 91405",Los Angeles,91405,8189940965,Los Angeles,46,20,29,1272.20,2219-007-027,Placed In Service,11/04/14,11/04/14,Acquisition/Rehabilitation,Seniors,97,96,0,97,0,0,0,0,0,,0,0,0,0,29,0,67,,,"West Valley RHF Partners, L.P.",Laverne R. Joseph,911 N. Studebaker Ave.,Long Beach,CA,90815,5622575100,5624937042,"West Valley RHF Housing, LLC (To-be-formed)",West Valley Tower (Sole member of GP),,,,Foundation Property Management,Stuart Hartman,911 N Studebaker Ave.,Long Beach,CA,90815,5622575109,5623429524,Retirement Housing Foundation,"$616,707",$0,,,,,,
CA-2013-838,,4%,Vistas,"15211 Sherman Way, Los Angeles, CA 91405",Los Angeles,91405,8187861503,Los Angeles,46,20,29,1272.10,2221-019-117,Placed In Service,10/29/14,10/29/14,Acquisition/Rehabilitation,Seniors,84,83,22,62,0,0,0,0,0,,0,0,0,0,26,0,57,,,"Vistas RHF Partners, L.P.",Laverne R. Joseph,911 N. Studebaker Ave.,Long Beach,CA,90815,5622575100,5624937042,"Vistas RHF Housing, LLC (To-be-formed)",VPH Adult Retirement Center (Sole Member of GP),,,,Foundation Property Management,Stuart Hartman,911 N Studebaker Ave.,Long Beach,CA,90815,5622575109,5623429524,Retirement Housing Foundation,"$565,387",$0,,,,,,
CA-2013-839,,4%,Silverlake Apartments,"3740 Evans Street, Los Angeles, CA 90027",Los Angeles,90027,,Los Angeles,43,22,28,1952.01,5433-023-040,Preliminary Reservation,,,Acquisition/Rehabilitation,Non-Targeted,88,79,21,53,14,0,0,0,0,,0,0,0,0,41,0,38,,,"Silverlake VOA Affordable Housing, L.P.",James Engelhardt,1660 Duke Street,Alexandria,VA,22314,7033415050,7033417001,Volunteers of American National Services,,,,,VOA National Housing Corporation,R. Paul Coleman,1660 Duke Street,Alexandria,VA,", 22314",8047394812,8047394812,Volunteers of America National Services,"$678,281",$0,,,,,,
CA-2013-850,,4%,Hollywoodland Apartments (Site A),"1206 N. Gower St, Los Angeles, CA 90038",Los Angeles,90038,3234658957,Los Angeles,50,26,28,"1909.02, 1917.2, 1917.1","5534-015-016, 5534-015-018, 5536-016-005, 5535-012",Placed In Service,09/26/14,09/26/14,Acquisition/Rehabilitation,Seniors,83,82,58,17,8,0,0,0,0,,0,0,0,0,26,0,56,,,Steele Hollywoodland LP,Chad Asarch,"6795 E. Tennessee Ave., Suite 510",Denver,CO,80224,3032269120,3038885683,Steele Hollywoodland GP LLC,CHC Hollywoodland MGP LLC,,,,Monroe Group Ltd.,Kerryn Pulciani,"6795 E. Tennessee Ave., Suite 500",Denver,Co,80224,3033228888,3033222320,Steele Properties LLC,"$525,370",,,,,,,
CA-2013-850,,,Hollywoodland Apartments (Site B),"977 N Wilton Pl, Los Angeles, CA 90038",Los Angeles,90038,3234658957,Los Angeles,50,26,28,"1909.02, 1917.2, 1917.1",,,,,Acquisition/Rehabilitation,Seniors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2013-850,,,Hollywoodland Apartments (Site C),"5155 Marathon St, Los Angeles, CA 90038",Los Angeles,90038,3234658957,Los Angeles,50,26,28,"1909.02, 1917.2, 1917.1",,,,,Acquisition/Rehabilitation,Seniors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2013-850,,,Hollywoodland Apartments (Site D),"1438 Gordon St, Los Angeles, CA 90028",Los Angeles,90028,3234658957,Los Angeles,50,26,28,"1909.02, 1917.2, 1917.1",,,,,Acquisition/Rehabilitation,Seniors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2013-894,,4%,Lutheran Villages (Site A),"2535 Longwood Ave, Los Angeles, CA 90016",Los Angeles,90016,,Los Angeles,,,,2197.00,5049-008-032,Preliminary Reservation,,,Acquisition/Rehabilitation,Non-Targeted,52,50,8,10,18,12,4,0,0,,0,0,0,0,18,0,32,,,"Lutheran Villages, LP",Christopher kolbenschlag,"1101 E. Orangewood Ave., STE 200",Anaheim,CA,92805,7142215605,7145333450,"Lutheran Villages Housing, LLC","Valued Housing Acquisition Partners, LLC",,,,"Barker Management, Incorporated",,1101 E Orangewood Ave. 2nd Floor,Anaheim,CA,92815,714-533-3450,714-533-8608,"Watts Labor Community Action Committee, Lutheran Housing Corporation","$314,397",,,,,,,
CA-2013-894,,,Lutheran Villages (Site B),"1315 E. 7th Street, Los Angeles, CA 90017",Los Angeles,90017,,Los Angeles,,,,2197.00,,,,,Acquisition/Rehabilitation,Non-Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2013-898,,4%,Laurel Village,"9700 Laurel Canyon Boulevard, Los Angeles, CA 91331",Los Angeles,91331,,Los Angeles,39,20,29,1048.21,2626-005-032,Preliminary Reservation,,,Acquisition/Rehabilitation,At-Risk,80,79,0,0,64,16,0,0,0,,0,0,0,0,24,0,55,,,"Laurel Village, LP",Holly Benson,"701 East 3rd Street, Suite 400",Los Angeles,CA,90013,2132252708,2132252709,Laurel Village GP LLC,,,,,Abode Communities,Richard Bradley ,"701 E. 3rd St, Ste 400",Los Angeles,CA,90013,(213) 225-2754,(213) 225-2755,Richard Bradley ,"$602,978",,,,,,,
CA-2014-023,,9%,Selma Community Housing,"1603 N. Cherokee Avenue, Los Angeles, CA, 90028",Los Angeles,90028,,Los Angeles,50,26,28,1907.00,"5547-014-900, -902, -903, -904
",Preliminary Reservation,,,New Construction,Large Family,66,65,0,8,35,23,0,0,0,,7,0,0,19,26,0,13,,,"Selma Community Housing, L.P.",Holly Benson,701 East 3rd Street,Los Angeles,CA,90013,2132252708,,Abode Communities,,,,,Abode Communities,Luz Soto,"701 E. 3rd Street, Suite 400",Los Angeles,CA,90013,2132252754,2132252755,Abode Communities,"$1,892,212",$0,,,,,,
CA-2014-040,,9%,Taylor Yard Senior Housing,"1231 N. San Fernando Road, Los Angeles, CA, 90065",Los Angeles,90065,,Los Angeles,51,22,28,1871.02,5445-006-907,Preliminary Reservation,,,New Construction,Seniors,108,107,0,102,6,0,0,0,0,,12,11,11,11,11,0,51,,,"Taylor Yard Senior Housing, L.P.","Daniel Falcon, Jr.","801 S. Grand Avenue, Suite 780",Los Angeles,CA,90017,2132362680,2132360707,"Taylor Yard Senior Housing MBS GP, Inc.",New Economics for Women,,,,McCormack Baron Ragan Mgmt,Michael Martinez,"801 S. Grand Ave., Suite 780",Los Angeles,CA,90017,2132362694,2132360707,McCormack Baron Salazar,"$2,468,770",$0,,,,,,
CA-2014-067,,9%,Gateway Apartments,"13366 Beach Avenue, Los Angeles, CA, 90292",Los Angeles,90292,,Los Angeles,54,28,37,2754.00,4230-007-003; 4230-007-004,Preliminary Reservation,,,New Construction,Special Needs,21,20,0,21,0,0,0,0,0,,3,0,14,0,3,0,0,,,Hollywood Community Housing Corporation,Maura Johnson,5020 W. Santa Monica Boulevard,Los Angeles,CA,90029,3234546211,3234544677,Hollywood Community Housing Corporation,Venice Community Housing Corporation,,,,"Barker Management, Inc.",Peter Barker,1101 E. Orangewood Avenue,Anaheim,CA,92815,7145333450,7145338608,Hollywood Community Housing Corporation,"$573,269","$1,718,085",,,,,,
CA-2014-077,,9%,Paloma Terrace,"5000 S. Main Street, Los Angeles, CA, 90037-3223",Los Angeles,90037-3223,,Los Angeles,59,22,40,2293.00,5109-004-053,Preliminary Reservation,,,New Construction,Large Family,59,58,0,13,28,18,0,0,0,,7,0,0,16,26,0,9,,,"Paloma Terrace RHF Partners, LP",Anders Plett,911 N. Studebaker Road,Long Beach,CA,90815,5622575309,5622575200,"Paloma RHF Housing, LLC",,,,,Foundation Property Management Inc.,Stuart Hartman,911 N. Studebaker Road,Long Beach,CA,", 90815",5622575100,5622575200,Retirement Housing Foundation,"$1,741,073",$0,,,,,,
CA-2014-152,,9%,Washington 722 TOD,"722 E. Washington Boulevard, Los Angeles, CA, 90021",Los Angeles,90021,,Los Angeles,59,22,40,2260.01,"5131-006-005, -006, -007, and -008",Preliminary Reservation,,,New Construction,Large Family,55,54,0,18,20,17,0,0,0,,6,0,0,14,22,0,12,,,"Washington 722, L.P.",Chris Maffris,"1640 S. Sepulveda Boulevard, Suite 425",Los Angeles,CA,90025,3105753543,3105753563,"WCH Affordable IX, LLC","Washington 722 TOD, LLC",,,,"Solari Enterprises, Inc.",Gianna Solari,1572 N. Main St.,Orange,CA,92867,7142822520,7142822517,Meta Housing Corporation,"$1,727,004",$0,,,,,,
CA-2014-155,,9%,Crest Apartments,"13604 Sherman Way, Los Angeles, CA, 91405",Los Angeles,91405,,Los Angeles,46,18,29,1235.10,2328-008-008,Preliminary Reservation,,,New Construction,Special Needs,64,63,63,0,1,0,0,0,0,,27,0,0,22,14,0,0,,,Crest Apartments LP,Dana Trujillo,1317 E. 7th Street,Los Angeles,CA,90021,2136830522,2136830781,SRHT Crest GP LLC,,,,,The John Stewart Company,Lori Horn,888 S Figueroa Street Suite 700,Los Angeles,Ca,90017,2138331860,2138331866,Skid Row Housing Trust,"$1,198,306","$3,591,326",,,,,,
CA-2014-160,,9%,5400 Hollywood Family Apartments,"5400 Hollywood Boulevard, Los Angeles, CA, 90027",Los Angeles,90027,,Los Angeles,43,26,28,1905.10,5544-021-029,Preliminary Reservation,,,New Construction,Large Family,40,39,0,20,8,12,0,0,0,,4,0,0,10,16,0,9,,,"5400 Hollywood Family Apartments, L.P.",Chris Maffris,"1640 S. Sepulveda Blvd, Suite 425",Los Angeles,CA,90025,3105753543,3105753563,"WCH Affordablle IX., LLC","5400 Hollywood Family Apartments, LLC",,,,"Solari Enterprises, Inc.",Gianna Solari,1572 N. Main St.,Orange,CA,92867,7142822520,7142822517,Meta Housing Corporation,"$1,325,087",,,,,,,
CA-2014-169,,9%,Marmion Way Apartments,"3500 Marmion Way, Los Angeles, CA, 90065",Los Angeles,90065,,Los Angeles,51,22,34,1990.10,5446-025-013,Preliminary Reservation,,,New Construction,Special Needs,49,48,0,31,10,8,0,0,0,,12,0,7,2,21,0,6,,,Los Angeles Marmion Partners LP,Mitch Slagerman,15635 Alton Parkway Ste. 375,Irvine,CA,92618,9498789373,,PATH Ventures,PC Los Angeles Marmion Developers LLC,,,,ConAm Management Corporation,Maria Renteria,3990 Ruffin Rd Ste 100,San Diego,CA,92123,8189561587,,"D.L. Horn & Associates, LLC","$781,693","$2,342,735",,,,,,
CA-2014-171,,9%,Santa Cecilia Apartments,"1750 E. 1st Street, Los Angeles, CA, 90033",Los Angeles,90033,,Los Angeles,53,24,34,2060.32,5174-013-901; 902; 903; 904; 905; 906; 907; 908,Preliminary Reservation,,,New Construction,Large Family,80,79,0,29,27,24,0,0,0,,9,9,9,9,9,0,34,,,"Santa Cecilia Apartments, L.P.","Daniel Falcon, Jr.","801 S. Grand Avenue, Suite 780",Los Angeles,CA,90017,2132362680,2132360707,"Santa Cecilia Apartments MBS GP, Inc.",New Economics for Women,,,,McCormack Baron Ragan Management,Michael Martinez,"801 S. Grand Avenue, Suite 780",Los Angeles,CA,90017,2132362694,2132360707,"McCormack Baron Salazar, Inc.","$2,164,784",,,,,,,
CA-2014-803,,4%,The Park Plaza,"960 W 62nd Place, Los Angeles, CA, 90044",Los Angeles,90044,,Los Angeles,59,26,37,2371.01,6004-015-900,Preliminary Reservation,,,Acquisition/Rehabilitation,Large Family,79,78,0,6,41,32,0,0,0,,0,0,0,0,78,0,0,,,"Vermont Park Plaza, L.P.",Andrew Gross,"11812 San Vicente Blvd., Suite 600",Los Angeles,CA,90049,3108204888,3102076986,"TSA Vermont, LLC",,,,,Thomas Safran & Associates Development Inc.,Jordan Pynes,"11812 San Vicente Blvd., Suite 600",Los Angeles,CA,90049,3108204888,3102076986,Thomas Safran & Associates Development Inc.,"$475,301",,,,,,,
CA-2014-806,,4%,Villa Nueva,"658 S. Ferris Ave., Los Angeles, CA, 90022",Los Angeles,90022,6267911459,Los Angeles,51,24,40,5316.04,5240-008-900,Placed In Service,05/22/14,05/22/14,Acquisition/Rehabilitation,Non-Targeted,21,20,0,0,21,0,0,0,0,,0,0,0,0,20,0,0,,,Los Angeles County Housing Development Corporation,Carolina Romo,700 W. Main St.,Alhambra,CA,91801,6265861824,6269433815,Los Angeles County Housing Development Corporation,,,,,John Stewart Co.,Lori Horn,"888 S. Figueroa St., #700",Los Angeles,CA,90017,2137872710 219,2138331866,Los Angeles County Housing Development Corporation,"$138,174",,,,,,,
CA-2014-815,,4%,FIGUEROA SENIOR HOUSING,"5503 South Figueroa Street, Los Angeles, CA, 90037",Los Angeles,90037,323-759-3309,Los Angeles,59,22,40,2327.00,5001-021-032,Placed In Service,09/01/15,09/01/15,Acquisition/Rehabilitation,Seniors,66,65,66,0,0,0,0,0,0,,0,0,65,0,0,0,0,,,"FIGUEROA SENIOR HOUSING PRESERVATION, L. P.",Charles Cline,5503 South Figueroa Street,Los Angeles,CA,90037,3238168883,,Figueroa Economical Housing Development Corporation,,,,,"SK Management Company, LLC",Bruce Steinbaum,"15910 Ventura Blvd., Ste. 1400",Encino,CA,91436,3239302300,3239353605,Figueroa Economical Hsg Dev Corp,"$258,679",,,,,,,
CA-2014-824,,4%,ROBERTA STEPHENS VILLAS I & II,"1035 East 27th Street, Los Angeles, CA, 90011",Los Angeles,90011,,Los Angeles,46,22,40,"2264.20, 2270.20",5128-024-037 & 5119-011-019,Preliminary Reservation,,,Acquisition/Rehabilitation,Large Family,40,39,0,0,22,18,0,0,0,,0,22,0,0,0,0,17,,,"ROBERTA STEPHENS VILLAS PRESERVATION, L. P.",Noreen McClendon,4707 South Central Avenue,Los Angeles,CA,90011,3238462500,3238462508,Concerned Citizens of South Central Los Angeles (CCSCLA),,,,,Concerned Citizens of So. Central LA,Eva Mendes,4707 South Central Avenue,Los Angeles,CA,90011,3238462500,3238462508,Concerned Citizens of South Central Los Angeles,"$328,709",,,,,,,
CA-2014-825,,4%,One Wilkins Place Apartments,"1071 East 48th Street, Los Angeles, CA, 90011",Los Angeles,90011,3232335930,Los Angeles,52,22,40,2292.00,5108-022-001,Preliminary Reservation,,,Acquisition/Rehabilitation,Large Family,18,17,0,0,9,9,0,0,0,,0,5,0,0,7,0,5,,,"ONE WILKINS PLACE PRESERVATION, L. P.",Noreen McClendon,1071 East 48th Street,Los Angeles,CA,90011,3238462500,3238462508,Concerned Citizens of South Central Los Angeles (CCSCLA),,,,,Concerned Citizens of So. Central LA,Eva Mendes,4707 South Central Avenue,Los Angeles,CA,90011,3238462500,3238462508,Concerned Citizens of South Central Los Angeles,"$182,727",,,,,,,
CA-2014-826,,4%,JUANITA TATE LEGACY TOWERS,"4827 South Central Avenue, Los Angeles, CA, 90011",Los Angeles,90011,,Los Angeles,59,22,40,2292.00,5108-21-026,Placed In Service,12/15/14,12/15/14,Acquisition/Rehabilitation,Seniors,118,117,73,44,1,0,0,0,0,,0,0,0,0,12,0,105,,,"JUANITA TATE LEGACY PRESERVATION, L. P.",Noreen McClendon,4827 South Central Avenue,Los Angeles,CA,90011,3238462500,3238462508,Concerned Citizens of South Central Los Angeles (CCSCLA),,,,,Concerned Citizens of So. Central LA,Eva Mendes,4707 South Central Avenue,Los Angeles,CA,90011,3238462500,3238462508,Concerned Citizens of South Central Los Angeles,"$889,807",,,,,,,
CA-2014-828,,4%,CENTRAL AVENUE VILLAGE SQUARE,"1060 East 53rd Street, Los Angeles, CA, 90011",Los Angeles,90011,3232332561,Los Angeles,52,22,40,2294.20,5103-023-032,Preliminary Reservation,,,Acquisition/Rehabilitation,Large Family,45,44,0,6,18,12,6,3,0,,0,12,0,0,17,0,15,,,"CENTRAL AVENUE VILLAGE SQUARE PRESERVATION, L.P.",Noreen McClendon,1060 East 53rd Street,Los Angeles,CA,90011,3238462500,3238462508,Concerned Citizens of South Central Los Angeles (CCSCLA),,,,,Concerned Citizens of So. Central LA,Eva Mendes,4707 South Central Avenue,Los Angeles,CA,90011,3238462500,3238462508,Concerned Citizens of South Central Los Angeles,"$394,599",,,,,,,
CA-2014-848,,4%,Jefferson Townhomes / Cunningham Village (Site A),"2300 South Victoria Avenue, Los Angeles, CA, 90016",Los Angeles,90016,3237373463,Los Angeles,54,26,37,2187.02,"Jefferson: 5053-016-033, 5053-015-051 Cunningham:",Placed In Service,04/16/15,04/16/15,Acquisition/Rehabilitation,At-Risk,65,64,0,0,55,5,5,0,0,,0,0,0,0,20,0,44,,,"Jefferson Cunningham Community Partners, LP",Seth Gellis,"17782 Sky Park Circle, Irvine",Irvine,CA,92614,9492368280,7146624412,"AHDF - Jefferson Cunningham G/P, LLC","WNC - Jefferson Cunningham G/P, LLC",,,,Professional Property Management LLC,"Gerald Walters, Jr. CPM",973 Featherstone Road Suite 300,Rockford,IL,61107,8153973755,8153973931,WNC Community Preservation Partners,"$655,208",,,,,,,
CA-2014-848,,,Jefferson Townhomes / Cunningham Village (Site B),"1741 West Jefferson Blvd, Los Angeles, CA, 90018",Los Angeles,90018,3237373463,Los Angeles,,,,2221.00,,,,,Acquisition/Rehabilitation,At-Risk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2014-849,,4%,615 Manhattan (fka Christ Unity Manor),"615 S Manhattan Place, Los Angeles, CA, 90005",Los Angeles,90005,(213) 487-4400,Los Angeles,53,26,34,2117.04,5503-032-012,Placed In Service,06/04/14,06/04/14,Acquisition/Rehabilitation,At-Risk,156,154,0,156,0,0,0,0,0,,0,0,0,0,16,0,138,,,"Manhattan Housing Partners, LP",David Beacham,"169 Saxony Road, Suite 103",Encintas,CA,92024,7605571480,,"Manhattan Housing Partners MGP, LLC",,,,,US Residential Group,Ed Quigley,"15771 Rockfield Blvd, Suite 200",Irvine,CA,92618,9494200110,8662843065,"Vitus Development, LLC","$1,016,145",,,,,,,
CA-2014-859,,4%,LDK Senior Apartments (Site A),"900 Crenshaw Blvd, Los Angeles, CA, 90019",Los Angeles,90019,,Los Angeles,50,26,34,2127.01,"5092003022 and 5092003023 (Crenshaw); 
5503024004",Preliminary Reservation,,,New Construction,Seniors,67,65,16,51,0,0,0,0,0,,7,0,0,31,27,0,0,,,"LDK Senior Apartments, L.P.",Laura Blosser,"231 East Third Street, Suite G106",Los Angeles,CA,90013,2134731691,2134731681,LTSC Community Development Corporation,Decro Alpha Corporation,"Korean Resource Center, Inc.",,,"Levine Management Group, Inc.",Mark Nishinaka,"822 South Robertson Blvd., Ste 200",Los Angeles,CA,90035,3103583489,3103583494,LTSC Comm. Development Corp.,"$859,346",,,,,,,
CA-2014-859,,,LDK Senior Apartments (Site B),"540 S. Kingsley Dr, Los Angeles, CA, 90020",Los Angeles,90020,,Los Angeles,,,,2118.02,,,,,New Construction,Seniors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2014-865,,4%,The Berendos,"226 Berendo Street, Los Angeles, CA, 90004",Los Angeles,90004,2133813927,Los Angeles,53,22,34,2113.20,5518-029-006 and 5518-022-016,Preliminary Reservation,,,Acquisition/Rehabilitation,Special Needs,72,70,60,12,0,0,0,0,0,,0,0,0,0,22,0,48,,,"Berendos, L.P.",Dora Leong Gallo,"3701 Wilshire Blvd., Suite 700",Los Angeles,CA,90010,2134800809,2134804189,A Community of Friends,,,,,A Community of Friends,Terry Simons,"3701 Wilshire Blvd., Suite 700",Los Angeles,CA,90010,2134800809,2133681171,A Community of Friends,"$544,510",,,,,,,
CA-2014-875,,4%,The Paseo at Californian,"1901 W. 6th Street, Los Angeles, CA, 90057",Los Angeles,90057,,Los Angeles,53,22,34,2089.03,5154-026-001,Preliminary Reservation,,,New Construction,Large Family,53,52,0,26,11,16,0,0,0,,0,6,13,0,12,0,21,,,"The Californian Partners, LP",Frank Fonseca,8520 Washington Blvd.,Culver City,CA,90232,3108760353,3108760360,"The Californian Developers, LLC",Central Valley Coalition for Affordable Housing,,,,The John Stewart Company,Lori Horn,"888 S. Figueroa Street, Suite 700",Los Angeles,CA,90017,2138331860,2138331866,"American Communities, LLC","$758,464",,,,,,,
CA-2014-892,,4%,Martha Bryant Manor,"8300 South Hoover, Los Angeles, CA, 90044",Los Angeles,90044,323 778-4015,Los Angeles,59,30,43,2383.20,603-201-9034,Preliminary Reservation,,,Acquisition/Rehabilitation,Large Family,77,76,0,23,31,20,3,0,0,,0,0,0,0,26,0,50,,,"Martha Bryant Village II, LP",Mr. Robert Rubin,"1101 E. Orangewood Ave., STE 200",Anaheim,CA,92805,3237583777,3237512452,Greater Bethany Economic Development Corporation,,,,,"Levine Management Group, Inc.",Jim Rose,"822 S. Robertson Blvd., STE 200",Los Angeles,CA,90035-1613,7145333450,7145338608,"VHJS, LLC","$624,889",,,,,,,
CA-2014-899,,4%,Wilshire Manor,"616 South Normandie Ave, Los Angeles, CA, 90005",Los Angeles,90005,,Los Angeles,53,26,34,2121.02,5502-031-011,Preliminary Reservation,,,Acquisition/Rehabilitation,Seniors,283,280,208,74,1,0,0,0,0,,0,0,0,0,57,0,223,,,Wilshire Manor L.P.,Anthony Yannatta,11812 San Vicente Blvd #600,Los Angeles,CA,90049,3108204888,3102076986,Housing Corporation of America,,,,,"Thomas Safran & Associates, Inc.",Jordan Pynes,11812 San Vicente Blvd #600,Los Angeles,CA,90049,3108204888,3102076986,Thomas Safran & Associates Development Inc.,"$1,894,974",,,,,,,
CA-2015-048,,9%,The Meridian Apartments,"215 N. Vermont Avenue, Los Angeles, CA 90004",Los Angeles,90004,,Los Angeles,53,24,34,2112.02,5518-033-032,Preliminary Reservation,,,New Construction,Large Family,100,99,2,41,24,33,0,0,0,,10,10,10,10,10,0,49,,,"AMCAL Meridian Fund, L.P.",Arjun Nagarkatti,"30141 Agoura Road, Suite 100",Agoura Hills,CA,91301,8187060694,8188651813,"AMCAL Multi-Housing Two, LLC",Korean Churches for Community Development,,,,FPI Management,Maureen Picarella,"3187 Red Hill Ave., Suite 220",Costa Mesa,CA,92626,7146415110,2138331866,"AMCAL Enterprises, Inc.","$2,500,000",,,,,,,
CA-2015-050,,9%,Silver Star Apartments (Formerly West Villas),"6558 West Boulevard, Los Angeles, CA 90043",Los Angeles,90043,,Los Angeles,62,30,37,2349.02,4006-020-022/045,Preliminary Reservation,,,New Construction,Special Needs,49,48,0,48,1,0,0,0,0,,48,0,0,0,0,0,0,,,"West Villas, L.P.",Dora Leong Gallo,"3701 Wilshire Boulevard, Suite 700",Los Angeles,CA,90010,2134800809,2134804189,A Community of Friends,,,,,"Barker Management, Inc",Peter Barker,P.O. Box 148,Anaheim,CA,92815,7145333450,7145338608,A Community of Friends,"$1,050,836","$3,153,454",,,,,,
